date,csi1,csi2,XLY,XLK,XLI,XLP,XLU,XLV,XSD,XLF,XLE,XRT,XLB
2017-02-22,0.0,0.0,26.293079476840248,28.565869206926365,16.639653082411726,18.327760125153475,7.6402770057145375,16.846100425872464,15.12634052063143,8.64659857267543,-12.439778358989784,-1.7269371902795285,14.773161681511354
2017-02-23,0.0,0.0,25.28739712172255,29.29394364539516,16.40710954587084,19.679373486704307,9.2045457786611,18.163540853103342,15.138258331594272,9.639310946248074,-12.444757557564756,-2.072641064888181,14.080176398568838
2017-02-24,0.0,0.0,24.73615300943746,30.025647094746404,16.485690667526356,21.017535412219686,11.166469106845256,19.517418271660972,14.48668136736029,9.794487491895524,-12.840856379679366,-1.783882054363417,13.646715219272814
2017-02-27,0.0,0.0,24.332819595790042,30.529374666706374,16.78341324211641,21.409141241635822,12.318659665471131,20.888036101138567,14.283075834293015,10.219359939897139,-12.569534870943315,-1.254826024332317,12.95536174551841
2017-02-28,0.0,0.0,22.80625267895293,29.89062108573343,16.503542807903926,21.825266040924248,13.67767783457235,21.778965731041353,12.752093699721108,10.552826925040073,-12.471202667695948,-1.7393693694801726,12.229183026338504
2017-03-01,0.0,0.0,22.29207172680286,30.086838657189716,17.218661002455562,22.451400283040698,14.03978001198108,22.94612260143583,12.009971680981032,12.081795038193547,-11.114090803478767,-2.194748286330139,13.025600397056749
2017-03-02,0.0,0.0,21.50994652968302,29.130827540060253,16.663130475231398,22.966531483102102,14.658596150311695,23.49968506996332,10.846589271722614,12.17018260357122,-10.400889335710588,-2.1555332924430317,12.539451457283064
2017-03-03,0.0,0.0,20.619067488167246,28.428997703621945,16.239608804785433,22.735639785400068,14.920637898990947,24.148604269938886,9.603556342935619,12.448987797442847,-9.863697759079834,-2.6346530837151363,12.038179450214002
2017-03-06,0.0,0.0,19.400245370850214,27.565258112646262,15.616885220599258,21.820578194092505,14.9727147060715,24.157350452420644,8.30793818634065,12.141928243804607,-9.252448668848245,-3.3458972391932633,10.974009480391175
2017-03-07,0.0,0.0,17.91337435999624,26.80948597054254,14.773518525076355,20.819959344599965,14.962912793013956,23.235918944645903,7.1653027155475115,11.675958183029884,-9.164699228054282,-4.26247974331018,9.557954597216067
2017-03-08,0.0,0.0,16.988077098956822,26.229548849537082,13.681436017727947,19.601550165867835,13.721731737366355,22.667383990625837,6.224461928414371,11.289083117466596,-10.115364403395944,-4.601191023397675,8.318906574437847
2017-03-09,0.0,0.0,16.0531669797641,25.68544382693328,12.284468917647601,18.697893188459688,12.473148442958284,22.47269420623317,5.432364850737571,11.143342838911593,-10.530531558014786,-5.306032026686424,6.962382696137986
2017-03-10,0.0,0.0,15.37697497611083,25.591408873372984,11.55242281880517,18.332297440690624,11.89040585466774,22.50232301426709,5.104050590018218,10.949784366162113,-10.9463355093596,-5.5867236499223765,6.20808690545951
2017-03-13,0.0,0.0,15.033493650991062,25.572953776063883,10.850025679877035,18.077679705419968,11.552575462121311,22.4180212116796,5.144525616174619,10.919156704254867,-11.30035124377742,-6.036913399724,5.807275976854122
2017-03-14,0.0,0.0,14.696315992853613,25.08742747382584,9.3464837844611,17.3462721431481,11.171754585884663,21.830977809789943,4.713673651403511,10.640458950000948,-12.037048969805994,-6.395731802023327,4.664313213777426
2017-03-15,0.0,0.0,14.887935006233874,25.15067689242659,8.925556722419493,17.387202475104573,11.711620074738931,22.011539313107193,5.089318522574914,10.25046068574543,-11.299657269676487,-6.253296167678371,4.938602893035096
2017-03-16,0.0,0.0,15.035728596823972,25.24313018647051,8.156526730481438,17.541271083695847,11.272033568494152,21.019404754930775,5.29805734975556,10.020173799681672,-10.951270805180364,-5.979077386892854,4.59877481270626
2017-03-17,0.0,0.0,14.858096797523203,24.96706933332564,7.555188204741782,16.414402635569346,10.76753961306278,19.2585453141983,5.480703823538626,8.680359753235123,-10.914574897930542,-5.727097917464974,4.3871865840343744
2017-03-20,0.0,0.0,14.282770133534413,24.799357476688144,6.86017424008552,15.624908041470746,9.82680056571818,17.58483268445832,5.896047505174728,6.941459598670335,-10.939760974315966,-6.12440614658118,4.609485257486142
2017-03-21,0.0,0.0,12.05750177118702,22.18593615655756,5.053639701579407,14.797932493143904,9.802634692508931,15.443217849777014,4.26612513359251,4.015954937121997,-11.241939768574383,-7.162147022783628,3.514355967526427
2017-03-22,0.0,0.0,10.256109551486766,20.523565671293383,3.7858182308710866,13.772086960430634,10.025678148270018,13.591043116438641,3.4006762853788075,1.3748880032185156,-11.563351949627204,-8.11489440602633,2.775830206570724
2017-03-23,0.0,0.0,8.971720851008861,18.72353814382687,2.5760039259960053,12.551166717422532,9.973578946299845,11.70811269509818,2.634535047689205,-0.7653836406059895,-12.007399239052248,-8.521440275909342,2.447456811098867
2017-03-24,0.0,0.0,8.146567295523703,17.226195195167648,1.3247124796487384,11.192855464522523,10.12621528445537,10.109857021297849,2.4361136853040932,-2.6933911982713568,-12.552286175336462,-8.972097674113087,1.545428053193973
2017-03-27,0.0,0.0,7.37704051542223,15.91602011509083,-0.026742339267286752,9.871936722195116,9.93542518020707,8.963164725682304,2.358758167756285,-4.548778322386532,-13.21213938198369,-9.107690538781448,0.923941139513957
2017-03-28,0.0,0.0,7.580513439964186,15.493024819272122,-0.2239133847154804,8.975757366834365,9.702532269921626,8.023918580816634,2.477973322823928,-5.059793238450723,-12.738933609210932,-8.62384793160409,1.2168391846548445
2017-03-29,0.0,0.0,8.321175370653457,15.276693290184994,-0.4090452649513594,8.44657608770067,9.261642398002245,7.229139115761122,2.4564321699508866,-5.827873927653215,-11.470185426776638,-7.246844717856668,1.5249392019451093
2017-03-30,3.8547480427155953,3.8547480427155953,9.19487394613843,15.25780972684062,-0.09025652273292195,7.652562263194611,8.23757211621475,6.548110446648479,2.7787705106311904,-5.575459871202575,-10.375374961232502,-5.988750530331771,1.8082472097445859
2017-03-31,3.948908663722687,3.948908663722687,9.969322025284157,14.925873237732816,-0.17894645402736842,6.501332285670607,7.625527202596892,5.622768469941924,3.010067253449357,-5.79971172482427,-9.607807227637167,-5.302892798792179,2.0391126309436345
2017-04-03,3.9754506803944714,3.9754506803944714,9.998303984809183,14.476295095791812,-0.4434096832831784,5.248555826628532,7.073439034975991,4.91061671119197,2.510263982811331,-6.103739657188427,-9.033224319283804,-5.381147551125679,1.8958155396400258
2017-04-04,3.987791052624099,3.987791052624099,9.776145669197447,14.165724928015592,-0.4262442439852947,4.631886749884671,6.829015045049964,4.219834632159056,1.8164773227600435,-6.436797588955066,-8.037412307946525,-5.808805244582381,2.0760944605589486
2017-04-05,3.9274474690764394,3.9274474690764394,9.216361088632205,13.18344825586832,-0.7088752173415429,3.8042516814669654,7.027052355685129,3.2289726907795853,0.5762656106659918,-7.1211781882056115,-7.362278852173802,-6.535753314529316,2.159782798435593
2017-04-06,3.8827881134466247,3.8827881134466247,9.088019473105916,12.348233002461583,-0.678573356070217,3.0800709966014708,6.951620921642487,2.607172929457178,-0.11216055003612269,-7.226759964989817,-6.242254473047197,-6.153792913644516,2.6872268947393962
2017-04-07,3.841310528523034,3.841310528523034,8.520628885527806,11.517919260781191,-0.5431793812866488,2.921449718930141,6.475360910210554,2.306702606880478,-0.16584829778908983,-7.5479311210558535,-5.519561201623588,-5.955228324070831,3.0465598831405742
2017-04-10,3.774403376291327,3.774403376291327,8.457189716745916,10.457805745279465,-0.17328779820774542,3.247068289194658,6.204259297815739,1.7824393024632244,-0.2128250770729352,-7.965801142969923,-4.398896429621068,-5.121574077720773,3.3781784470183425
2017-04-11,3.655299271707564,3.655299271707564,8.274412947128724,8.912992663981356,0.29227120214981994,3.588801889830414,5.927096985621205,1.1379572917794007,-0.864981536951845,-8.492354420811992,-3.4092197743767727,-4.003218412390439,3.3592302253417756
2017-04-12,3.3620673508400323,3.3620673508400323,7.5022226316024785,7.065996211654735,-0.6631280157608472,4.45522544332146,6.299888735389601,0.5740355324310613,-2.304762833562492,-9.366118293917268,-2.8631863364729284,-3.521744401169798,2.139052353042004
2017-04-13,3.0653252698696023,3.0653252698696023,5.926018647384609,4.934789999662044,-2.033843906238914,4.333973035011887,6.266906152050602,-0.2872445111859747,-3.927236780562467,-10.686245875468444,-3.5354855170489827,-3.4923398456894788,0.36429349047748616
2017-04-17,2.903530226461889,2.903530226461889,5.771250730330806,4.465272525398355,-2.1504483733676807,5.1737687877879,6.600952483813195,-0.42370132150983864,-4.469216169752336,-10.48328684440365,-3.9635897360927643,-3.066379944047796,-0.46503274549427687
2017-04-18,2.7027953807378218,2.7027953807378218,5.647916360868258,4.027985984713482,-2.5066027578818364,6.397884929289994,7.075966553185694,-1.8792621274031802,-4.525320672318713,-10.734913488135788,-4.836754667390522,-2.5240926913095834,-1.2778707096170194
2017-04-19,2.6281845192224886,2.6281845192224886,5.641585200416294,3.534380586500305,-2.7284591188971277,6.795368084038316,6.716342682976226,-2.6863525577041116,-4.551661586134941,-11.085410412165793,-6.253226739248646,-1.7853785494966559,-1.8499220282739728
2017-04-20,2.7758244906925817,2.7758244906925817,6.642353191394307,4.2443072384425875,-1.8783238789536583,6.811892344685795,6.011447997403593,-2.526883639079074,-3.641130702717092,-10.26167291858517,-7.122932353314269,-0.3928413279469751,-1.3333482161724604
2017-04-21,2.9185102377988437,2.9185102377988437,7.195665655889158,4.547239323768423,-1.0625417545651743,6.365029480941416,5.848846496261764,-3.046153092512185,-3.1930803654773854,-10.028892178944986,-8.10016663158013,0.4234506345492548,-0.9869835523016235
2017-04-24,3.1022671958242527,3.1022671958242527,8.215621485500932,5.94308219789103,0.6274275688283026,7.016544556571645,6.138675013721304,-2.3552294937568803,-1.9456587344687648,-8.612814921432417,-8.501011759052673,1.3776155590005175,0.21221522317975428
2017-04-25,3.3457565864612584,3.3457565864612584,9.656076783314404,7.551975705698808,2.3862832134591017,7.9591223321814155,6.2413169076966994,-1.3315412825463682,-0.41077468630047775,-6.965611725826818,-8.238843194278687,2.1605411705768205,2.2086812154729216
2017-04-26,3.638323010523558,3.638323010523558,11.201036010040603,8.784810695744838,3.934078828683049,7.611523110726772,5.986626052769466,0.051724666689665355,0.04439093406680428,-5.570650340302848,-8.188540340353775,3.2403548070267263,3.936539487479706
2017-04-27,3.9526373116355793,3.9526373116355793,12.847918932735496,10.164907034416373,5.253948600420173,7.1443169893899,6.079237556366458,1.4413169804431334,0.9618750771098519,-4.610865215667353,-8.687361825463512,4.099448612143277,5.2111351415750775
2017-04-28,4.208863008993618,4.208863008993618,13.698803094535208,11.553625772834565,5.876641263449038,6.6871251713442845,5.622848287314895,2.8781621564943407,0.6750292086047125,-4.288223040915469,-9.067072870327067,4.089317134079671,5.496323166819444
2017-05-01,4.511325412901457,4.511325412901457,14.527412632541996,13.238964061299882,6.092912077487888,5.787076406386753,4.623981174141775,4.31982155528285,0.719793613264649,-3.664042571587565,-9.537468231042276,4.04138660042851,5.7848708589592945
2017-05-02,4.858102916014217,4.858102916014217,15.324430843615147,14.836722433087928,6.650997868040328,4.234263963934595,3.8718460619362958,5.803914430200514,0.057938980138168006,-3.188483881777934,-10.192802405842798,4.471659160416031,6.15894872895084
2017-05-03,5.10331329470707,5.10331329470707,15.141995431414543,15.911475733784329,7.196115837384696,3.0001358500491335,2.870664022715509,6.388264413857129,-0.5561537280545252,-2.334405728442988,-10.51962552659343,4.448049243167993,5.568652019052777
2017-05-04,5.220418753573664,5.220418753573664,14.764205703267976,16.719966004018914,7.755866489101237,2.8711280237399777,2.3806677372469665,7.44841770690212,-1.1742356741161117,-1.496676048779058,-11.621771461897126,4.095489482548537,5.144447328871372
2017-05-05,5.35581729392343,5.35581729392343,14.930058163353436,17.674199291460567,8.63469742042588,3.0567374761488466,2.5059378834816144,8.299561303027005,-1.246223697562101,-0.8754054449249864,-11.39536216789542,4.482489629753779,5.784698958151139
2017-05-08,5.516918840811868,5.516918840811868,15.214947149191701,18.778986605082366,9.047058539359483,3.171229468298712,2.5715033507391993,8.191704678625541,-1.4326070012475043,-0.39016028208104103,-10.72586062266982,4.641035495974656,5.635690812467807
2017-05-09,5.779800957009673,5.779800957009673,15.863989358035425,19.820921929136702,9.51754330097745,2.7974620692166923,1.843675519723888,8.210724842282644,-0.6261334012997182,-0.2332487766340563,-10.541494378344233,5.328035291463301,4.919918203571605
2017-05-10,5.947772329012683,5.947054632303516,15.915795757107347,20.950347157564565,9.63879203420138,2.5627712081498615,1.3800441882203813,7.841790595864765,0.7360902527661963,0.13160372803164222,-9.560755394682893,6.220588089300044,4.529000389925223
2017-05-11,6.031583903819713,6.028128794790473,15.143818928109184,21.677734488001704,9.702307916242447,2.546372535119133,1.1287690693441874,7.575988494254425,2.0683037283628565,-0.005369662675938969,-8.810848938629213,5.487452807451618,4.066518267971148
2017-05-12,6.051122746770166,6.053091104211378,14.283031469583094,22.47003039651503,9.003120362401937,2.1262403663186475,1.4374886576364077,7.104648978067345,3.154053134377577,-0.4142195943148863,-8.335882853456063,4.0915426561057515,3.4625201822045426
2017-05-15,6.050983110837603,6.048244215230336,13.551102278953444,23.473631646279188,8.865550261203907,2.1997366274383054,2.131032644100678,7.3944405549570575,4.842435330559283,-0.21688694698549682,-7.428252602372979,2.8159302650499143,3.608531083997711
2017-05-16,6.0697222576738,6.063542897967847,12.447879147663635,24.576377409715562,8.603254955690694,2.1306150764047658,1.890089118813279,7.116233963415731,6.8182409085989235,0.16066652882751242,-6.920751141535298,1.4007954512449317,3.750299630755798
2017-05-17,5.63682613849642,5.657636045334628,9.83385097917963,21.761317826037526,6.349347885830937,1.8535377193107934,1.9394611443173986,5.441714225655829,6.111250164519674,-1.344781517998399,-7.001639918715995,-0.5225060051479105,2.309999051618064
2017-05-18,5.290720665518912,5.315730339263037,8.15507398157466,19.754074831358267,4.52772567066048,1.721635293783116,2.3309334799158705,4.461929770743616,5.9926550397331795,-2.394981177000396,-7.087648514923821,-2.0886764358919905,1.096810811184568
2017-05-19,5.067103084407741,5.095095776381474,7.322500342768116,18.415062182108827,4.1843538278171195,2.3703708612671903,3.0384974137873684,3.8989018817453385,6.301790557309353,-2.746617031359321,-6.346287356607505,-3.467086954737958,0.7155640409023576
2017-05-22,4.9174430888694225,4.9424044415000195,7.02396483123524,17.755079019423633,4.477172262943398,3.5893307642614047,4.3689314974032385,3.6804835882129794,7.051187986972565,-2.889824077068319,-5.828600526211069,-4.191434551349644,0.46876943202197197
2017-05-23,4.751217181762137,4.775974681156036,6.389949387437312,17.287067906054162,4.886279196284583,4.771750767154863,5.729192430645597,3.8210576527988707,7.519147532451193,-2.5357793790412444,-5.219436881307914,-5.458685367969331,0.3134144678010031
2017-05-24,4.583637218474259,4.614926496326615,6.146928689201879,17.126362124478703,5.333682594149948,6.211347093339867,7.311393109498695,4.188143204177344,8.249736323977807,-2.252320936422045,-5.020855554230813,-6.681811249767826,0.6943086843870461
2017-05-25,4.4906140511499,4.514423621751779,6.621697186832307,17.38279737350102,6.196243807200808,8.01889860366687,9.176794823483498,4.9452232677083146,8.992376296286572,-1.8927300844395845,-5.811931734692919,-7.18262581477957,0.9293011322486393
2017-05-26,4.409275895462412,4.437691260648136,7.24907887327857,17.542744749045454,7.0329796521886365,9.883293617410665,10.8090213232202,5.362867990236182,9.676563719052517,-1.6080408538431357,-6.383726953754895,-7.607024704750415,1.2869201782046034
2017-05-30,4.351421865057612,4.361007081605282,7.853768010443218,17.91787238499728,7.728711934858005,11.443438410521239,12.41890066782043,5.5342334864104785,10.48005332481334,-1.8316174561147278,-7.477233247732173,-8.044777175007866,1.5814119185475732
2017-05-31,4.272213323422199,4.270329821915132,8.57693417360641,18.038412779039533,8.483537967109925,13.025298372869386,14.096563966784572,6.074739592703331,11.038034099844928,-2.5593108884235605,-8.603217053342675,-8.43781514712039,2.09904003916283
2017-06-01,4.148872577236524,4.162604382342407,9.827171133695806,18.290812963334588,9.586022469049539,14.93381053835057,15.896104756541249,7.441168925670773,11.616495660248454,-2.3005241631735345,-9.11144812526235,-7.515034232610269,3.4444432284553628
2017-06-02,4.074326179424932,4.09743770431157,11.128891770670009,19.000767107186476,10.80812017874812,16.76728167608745,17.519726374675585,9.057391092445052,12.248422795715364,-2.3196563419040643,-10.033660088274438,-7.091947133280009,4.779057679227165
2017-06-05,3.986650259422897,4.014607756720504,11.906424593927206,19.665201423669373,11.386790688363405,18.428384490490075,18.42315745028587,10.068078269426643,12.701917033366044,-2.2148092221245292,-10.69916291579245,-6.733072461987412,5.5833712126445505
2017-06-06,3.7929446830022164,3.8673414962809107,11.556862426736188,19.964536700254797,11.041499092708925,19.35381488576685,18.857134372585463,10.610698364198434,13.340498231755063,-2.410072897069277,-10.425798872169963,-7.334815944517452,6.328361513908909
2017-06-07,3.6330131143538615,3.7052299653964647,11.383176466063631,20.40296948251465,10.59990449000562,20.08762289236533,19.439857222050648,11.290140772839983,13.98574148851312,-2.018746336318344,-10.805598791683025,-7.633768620921359,7.080269450134345
2017-06-08,3.5784028349992085,3.5706369737619945,10.534011308125173,20.91139970711295,10.495528129112813,19.26472437953693,18.718030227018673,11.4793065936664,15.20045378533456,-0.9464877808407763,-11.254208500310632,-7.983527366839503,7.966456390266295
2017-06-09,3.2707677170154206,3.2679828632824237,9.360502014727615,18.50978407509693,10.72103847100616,18.334672738919636,17.961438390209565,12.159014806017503,13.873771106027831,0.9399908252569986,-10.173737344136931,-7.4745628303511396,9.561734552284477
2017-06-12,2.9858500358565165,2.9662998670164136,8.280112311250505,15.951148190177591,11.205568552758976,17.48971577581564,17.04438768222647,12.56741043502138,12.429914826921909,2.681934295761728,-8.861515969806732,-6.8846455706140475,10.459583809887079
2017-06-13,2.806608075716356,2.7870974071051453,7.89755709637523,14.258909829687582,11.931119946100182,16.93017716968346,16.45549115975095,13.083743046963185,11.315727621220134,4.441851125176925,-7.342145937898287,-6.220301964552185,11.924776411645198
2017-06-14,2.488129603316009,2.5168301804233804,7.503025325893198,12.40233820339953,12.415814331441752,17.0797583753386,16.38254233083005,13.883253538373587,9.766730175277957,6.054038255306352,-6.913027155943482,-5.7559388052540825,12.034063502501972
2017-06-15,2.1979708898526398,2.2776721929180863,6.706880371103779,10.445277687825708,13.272122689111228,16.778255836925425,16.733136505816958,14.417963108918883,8.100508964835768,7.090037391945138,-6.860306493252679,-5.972796121197838,11.318464180894374
2017-06-16,2.0375400874872405,2.080125787440007,5.6727846724351565,8.331003361044125,13.798476808779036,14.07972238288869,16.52127654804343,14.512977555217063,6.429959156668616,7.561186051925041,-6.317676349944897,-6.864290656769654,10.659990294873147
2017-06-19,2.028826042174064,2.042619897923133,5.5100491723525735,7.602101670538161,14.681061639366277,12.252878772612895,15.869429138246048,15.354501723059471,5.81095153441386,8.500867016480036,-6.126698321294498,-7.3786217372678635,10.609388084011108
2017-06-20,1.8188998043632256,1.8436576470325032,4.217035434215987,6.403810775964196,14.001756725632532,10.260207951299641,15.348114958515993,16.294038927267167,4.76080770973708,8.6036388627398,-6.484864608509923,-8.551930908279964,10.062439784126632
2017-06-21,1.6709639152961617,1.720303267270164,3.23500775244608,5.740655644697306,12.678571676160942,8.242658498580944,14.090879373755769,17.756888847680017,4.3770148990882305,8.079753802288394,-7.365724004299672,-9.958818479697072,8.743085692822866
2017-06-22,1.56523542375502,1.6171346562811155,2.1796512189210304,5.185350477357325,11.313183783114631,5.898504627987329,12.437962773517143,19.432544958869727,4.239283590075509,7.197160328565609,-8.156981514230424,-10.781984308728106,7.672656977642539
2017-06-23,1.5386728156829992,1.5931043911411613,1.1518719418507501,5.132318502769088,10.457068075466118,3.8930678219295416,10.6221048899272,20.677600834446892,4.4610829030185855,6.179057329750073,-8.45714935577066,-10.811748411681542,7.032095445293045
2017-06-26,1.4266903551285222,1.4836469421541798,0.6371335188608285,4.666330249385894,9.73522427922721,2.6380378922562926,9.75433886055437,21.614867803995423,4.3694649442969435,5.6467550675616,-8.803079596461153,-9.923139449933267,6.693199605988767
2017-06-27,1.2942083135518263,1.3534979234309665,-0.49194600465087746,3.181407574121117,8.312659796863947,0.8026773486281229,7.887130193637262,21.161158122975948,3.304898691516925,5.497970017158394,-9.167628760478792,-9.145606608403526,5.878845054964508
2017-06-28,1.3667834955735974,1.4182351687940298,-0.49058045502651737,2.731130838315053,7.901603002665496,-0.36399374300263787,5.521038455210686,21.061814985088276,3.082733644675386,6.231903201040495,-9.134230675671908,-8.066865661233585,5.840106532934939
2017-06-29,1.3642686412635843,1.4102897129011345,-1.251315575143778,1.3725011237038132,6.742267646299823,-2.1719038147710776,2.947122191001334,19.904782523008407,2.1584350137145236,7.201590246329836,-8.963652749765266,-7.239905667383667,4.880410233083467
2017-06-30,1.4575390998870599,1.4329508310455628,-1.4466018733332007,0.14042822400504207,6.4172780456674445,-3.536385981351536,0.6047025632383978,18.74355437456154,1.098702410722879,7.982264904399187,-8.51927267335433,-6.218163992122101,4.428786393241559
2017-07-03,1.5581273340116997,1.5384336101618177,-1.6968770623894471,-1.2650383638057576,6.588163926321457,-4.79569392922393,-1.7112814681163755,17.853491862479075,-0.18239180725063875,9.307339590281146,-7.030753174469794,-4.965605265193602,4.607492267297559
2017-07-05,1.7142553862531262,1.6941436533645762,-2.1140423473204066,-1.8254426588938202,6.9431919418676245,-5.952178342196184,-3.9984139519476756,17.479112099074598,-0.8290766211424625,10.531385966592069,-6.757613683500459,-4.71644526645656,4.503989554612069
2017-07-06,1.7754106807006877,1.75468840791861,-3.2161626103037406,-2.758251753621373,6.427427098278798,-7.37135655372866,-6.020428430483307,15.811865840221543,-1.5592892572421846,10.935110456991843,-6.978920477716308,-5.353021802240839,4.074046469029774
2017-07-07,1.9990054399106587,1.9774045055825387,-3.3524887948141,-2.8521829946069914,6.537958622559124,-8.651183796715799,-7.686757614001941,14.721801083927431,-1.4355250428113209,11.600730559767058,-7.234720036758603,-5.602021350700014,4.060947268442078
2017-07-10,2.3080087747348124,2.2853299347492686,-3.2867789365896343,-2.5184844720087867,6.8325615864338545,-10.225150790138073,-9.192365258944513,13.5881803683113,-1.0845093511823976,12.076555530449951,-7.264726652657238,-6.612940098535489,4.461990454681455
2017-07-11,2.5864792945401844,2.547609899199774,-3.3880018864719545,-2.103589644959868,7.00362018564941,-11.765171196428653,-10.547152301892432,12.48538176416308,-0.4763009987930502,11.742056927442988,-6.969071298502364,-7.44443008007471,4.6858202792516295
2017-07-12,2.8508836094342898,2.7188573112429584,-2.812230909312831,-1.0525639201536876,7.540033202070433,-12.310495352178656,-10.55625949033174,12.045961021192774,0.7388744957904905,11.624679659439124,-6.545022607465057,-7.847064965376518,5.594068591042664
2017-07-13,3.0991346791262444,2.9628102810239585,-2.299004716276208,-0.03469539517001152,7.93026389439585,-12.761615286705123,-10.838034719574715,11.726830702718175,1.6117539846247126,11.839930416818966,-5.933222910024135,-7.12489488615774,6.287196697820811
2017-07-14,3.3116331167109756,3.171094576303711,-1.5709464978578964,1.287857310852388,8.577848930256707,-12.112237658832093,-10.50663795225472,11.930125003414389,2.6946864102271846,11.644122678525939,-5.045254903355236,-6.562913104107032,7.192703662516678
2017-07-17,3.478473182746027,3.3382658146244997,-0.7252939899491224,2.453584926850091,9.074941233351957,-11.410255587729232,-9.684944789847862,11.696338143685267,3.347783690836536,11.198350341449625,-4.344157526210481,-5.673710037344165,8.100155460109391
