id,name,goal,pledged,state,country,currency,currency_trailing_code,staff_pick,backers_count,static_usd_rate,usd_pledged,category,spotlight
1996794682,stop-the-video-installation,2150,3657,successful,US,USD,TRUE,TRUE,78,1,3657,Conceptual Art,TRUE
1537229930,a-dictionary-story-art-book,7000,8485,successful,US,USD,TRUE,TRUE,170,1,8485,Conceptual Art,TRUE
61589189,prescott-pictures,2600,2773.66,successful,US,USD,TRUE,TRUE,84,1,2773.66,Conceptual Art,TRUE
2004083220,tracks-of-my-tears,1500,1555,successful,US,USD,TRUE,TRUE,45,1,1555,Conceptual Art,TRUE
1837212578,the-black-rock-bijou-12,12250,12663.87,successful,US,USD,TRUE,TRUE,227,1,12663.87,Conceptual Art,TRUE
1749811716,whatever-works-book-project,2500,6703,successful,US,USD,TRUE,TRUE,185,1,6703,Conceptual Art,TRUE
3054987,the-syntheshredder,7300,7579.44,successful,US,USD,TRUE,TRUE,162,1,7579.44,Conceptual Art,TRUE
768877827,the-galapagos-complaint-department,3800,3970,successful,US,USD,TRUE,TRUE,32,1,3970,Conceptual Art,TRUE
1049880541,you-are-here-time-based-arts-festival-aka-the-maze,15000,15059,successful,US,USD,TRUE,TRUE,98,1,15059,Conceptual Art,TRUE
1620538428,reykjavik-or-bust,3500,4047,successful,US,USD,TRUE,TRUE,76,1,4047,Conceptual Art,TRUE
291993438,mascot,4000,4504,successful,US,USD,TRUE,TRUE,52,1,4504,Conceptual Art,TRUE
1492382202,fragile-home-art-looks-at-our-vulnerable-world,5100,6873,successful,US,USD,TRUE,TRUE,41,1,6873,Conceptual Art,TRUE
1229011815,eternally-yours,1000,1147,successful,US,USD,TRUE,TRUE,40,1,1147,Conceptual Art,TRUE
605064198,bee-composed,1250,1689,successful,GB,GBP,FALSE,TRUE,111,1.67453979,2828.297705,Conceptual Art,TRUE
1951484905,the-series-a-return-project,3000,3285,successful,US,USD,TRUE,TRUE,55,1,3285,Conceptual Art,TRUE
902737069,stefanias-risd-senior-thesis-show,1100,1570,successful,US,USD,TRUE,TRUE,22,1,1570,Conceptual Art,TRUE
1388771118,a-ride-for-the-wookiee-millenium-falcon-golfcart,4200,5768.54,successful,US,USD,TRUE,TRUE,123,1,5768.54,Conceptual Art,TRUE
2018939977,find-the-starlight-chapter-one-spark-and-smoke,2500,4501.15,successful,US,USD,TRUE,TRUE,190,1,4501.15,Conceptual Art,TRUE
1271549764,after-the-ice,12000,12149.01,successful,US,USD,TRUE,TRUE,184,1,12149.01,Conceptual Art,TRUE
2056530360,feeding-the-planet-2-future-energy,209550,15,live,IT,EUR,FALSE,FALSE,2,1.11383382,16.7075073,Conceptual Art,FALSE
1549827462,cooperative-armor-design-experience,3260,625,live,US,USD,TRUE,FALSE,3,1,625,Conceptual Art,FALSE
1970657809,minusplusplus-3discourse-on-demand,2500,145,live,DE,EUR,FALSE,FALSE,3,1.12474173,163.0875509,Conceptual Art,FALSE
661285079,code-of-universe,100000,0,live,ES,EUR,FALSE,FALSE,0,1.10521662,0,Conceptual Art,FALSE
1557718991,pin-man-a-spacetime-odyssey-fine-art-exhibition,1500,0,live,US,USD,TRUE,FALSE,0,1,0,Conceptual Art,FALSE
2079931067,aufjedeart-das-erste-buch-tourdvd,2500,107,live,DE,EUR,FALSE,FALSE,4,1.12970735,120.8786865,Conceptual Art,FALSE
1819209073,monster-mashup,700,0,live,US,USD,TRUE,FALSE,0,1,0,Conceptual Art,FALSE
1262226772,bridge-of-dreams,3564,0,live,US,USD,TRUE,FALSE,0,1,0,Conceptual Art,FALSE
809917023,iwish-life-changing-doodles-and-sigil-magic,3000,3544,successful,US,USD,TRUE,TRUE,86,1,3544,Conceptual Art,TRUE
493115044,gavin-turk-high-lights-the-worlds-population-in-ne,6000,8680.99,successful,GB,GBP,FALSE,TRUE,145,1.64197681,14253.98427,Conceptual Art,TRUE
846580728,steel-ice-and-stone-relaunch,10000,10165,successful,US,USD,TRUE,TRUE,86,1,10165,Conceptual Art,TRUE
568944617,i-want-to-paint-the-greatest-sears-stores-in-the-c,8000,16237.66,successful,US,USD,TRUE,TRUE,339,1,16237.66,Conceptual Art,TRUE
64815844,open-source-framework-for-artists-addressing-issue,4500,4723.11,successful,US,USD,TRUE,TRUE,58,1,4723.11,Conceptual Art,TRUE
1175306310,bjork-swan-dress-t-shirt,180,472,successful,US,USD,TRUE,TRUE,45,1,472,Conceptual Art,TRUE
1984361528,symbiosis-a-creative-commons-art-book,50000,63491.1,successful,US,USD,TRUE,TRUE,1149,1,63491.1,Conceptual Art,TRUE
1403917466,arctic-circle-expedition-svalbard,6200,6206,successful,US,USD,TRUE,TRUE,53,1,6206,Conceptual Art,TRUE
983571943,project-2525-the-world-speed-project-bus-conversio,2500,3069.67,successful,US,USD,TRUE,TRUE,205,1,3069.67,Conceptual Art,TRUE
2020212726,sweater-blessing-governors-island-2014,2400,2903,successful,US,USD,TRUE,TRUE,42,1,2903,Conceptual Art,TRUE
91367462,the-face-of-boe-whovian-mardi-gras-parade-contrapt,3000,3087,successful,US,USD,TRUE,TRUE,49,1,3087,Conceptual Art,TRUE
2136423890,rain-painting-trip-to-seattle,1500,2301,successful,US,USD,TRUE,TRUE,33,1,2301,Conceptual Art,TRUE
990880690,halt-doodles-for-rent,500,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1186121062,sculpting-a-new-path,900,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1768397286,pin-up-fantasy-art-portfolio-print-1-by-william-st,12000,20,canceled,US,USD,TRUE,FALSE,2,1,20,Digital Art,FALSE
232518819,digital-images-brought-to-life,5000,50,canceled,US,USD,TRUE,FALSE,1,1,50,Digital Art,FALSE
1181845679,cmyk,1500,325,canceled,US,USD,TRUE,FALSE,5,1,325,Digital Art,FALSE
722973844,help-me-start-my-art-studio,25000,0,canceled,CA,CAD,TRUE,FALSE,0,0.79478431,0,Digital Art,FALSE
1989755448,the-other-side-of-reality-3d-arts-starting-up,4000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1242256297,start-a-small-at-home-business,8000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
245188634,smart-shop-icons,25000,0,canceled,BE,EUR,FALSE,FALSE,0,1.13996489,0,Digital Art,FALSE
1746816767,will-draw-pretty-pictures-for-food,500,25,canceled,US,USD,TRUE,FALSE,2,1,25,Digital Art,FALSE
1947906668,puppy-puzzle,1000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1147299914,neon-altering-the-alternative,1000,491,canceled,GB,GBP,FALSE,FALSE,6,1.41227379,693.4264309,Digital Art,FALSE
1260699782,memes-for-steams,100,0,suspended,GB,GBP,FALSE,FALSE,0,1.55601821,0,Digital Art,FALSE
823208716,get-johnny-back-on-insta,50,1,suspended,US,USD,TRUE,FALSE,1,1,1,Digital Art,FALSE
853772199,elvis-mosaic-made-from-elvis-fans-photos-your-phot,5000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
701544368,damionecom-the-art-salon-reinvented,10000,770,canceled,US,USD,TRUE,FALSE,9,1,770,Digital Art,FALSE
1823424214,the-worlds-largest-digital-paint-collage-by-you,7500,25,canceled,AU,AUD,TRUE,FALSE,1,0.86891995,21.72299875,Digital Art,FALSE
114892213,street-performers-busking-across-america,35000,120,canceled,US,USD,TRUE,FALSE,3,1,120,Digital Art,FALSE
1002799755,mini-army-custom-minifigures,800,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1453774174,counting-the-cards-marked-and-unmarked-playing-car,5000,120,canceled,US,USD,TRUE,FALSE,4,1,120,Digital Art,FALSE
1663390460,the-cosmos-gallery-launch-mission-fine-art-science,1500,405,canceled,US,USD,TRUE,FALSE,3,1,405,Digital Art,FALSE
909155800,rock-paper-scissors-lizard-spock-dice-art-posters,1000,50,canceled,US,USD,TRUE,FALSE,2,1,50,Digital Art,FALSE
1392136070,the-dogma-deck-aw-and-dv-0,10000,1158,canceled,US,USD,TRUE,FALSE,33,1,1158,Digital Art,FALSE
16466031,nintendo-nes-8bit-retro-canvas,1000,25,canceled,US,USD,TRUE,FALSE,2,1,25,Digital Art,FALSE
481191164,digital-art-character-prints,5000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1943180451,feminist-deck-stickers,5000,82,canceled,US,USD,TRUE,FALSE,5,1,82,Digital Art,FALSE
426675133,impulse,3000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1897172280,3d-fractal-graphics-on-a-30x70-gallery-quality-can,5000,159,canceled,US,USD,TRUE,FALSE,1,1,159,Digital Art,FALSE
167364797,visual-poems-on-social-media,360,100,canceled,GB,GBP,FALSE,FALSE,1,1.43033892,143.033892,Digital Art,FALSE
1245249680,i-hate-erasers-o,1180,0,canceled,CA,CAD,TRUE,FALSE,0,0.92674627,0,Digital Art,FALSE
2005335623,imagination-creation,5000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1757048949,page-speeds,12000,80,canceled,US,USD,TRUE,FALSE,2,1,80,Digital Art,FALSE
818541249,the-hawaiian-girl-art-studio,1100000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
461012308,the-garage-artwork-exhibition-the-brazilian-f1-gp,29500,600,canceled,GB,GBP,FALSE,FALSE,5,1.56894493,941.366958,Digital Art,FALSE
606609696,bring-my-art-to-life-on-unique-goods,5250,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1020842213,mc-escher-norman-rockwell-style-interlocking-baseb,4000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1469720484,become-a-superhero,50,0,canceled,NL,EUR,FALSE,FALSE,0,1.12316391,0,Digital Art,FALSE
2075481422,max-10-pinup-bridging-the-gap-between-sweat-and-ma,1000,215,canceled,US,USD,TRUE,FALSE,3,1,215,Digital Art,FALSE
756490784,doodling-display-required-for-doodle-colouring-car,1600,215,canceled,GB,GBP,FALSE,FALSE,15,1.58708746,341.2238039,Digital Art,FALSE
965338242,calling-for-faithvu-faithview-app-founders-show-gu,23600,7521,canceled,US,USD,TRUE,FALSE,32,1,7521,Digital Art,FALSE
733650723,fine-art-canvases-prints-and-greeting-cards,5000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
616158142,98-chords-and-scales-for-the-songwriters,300000,120,canceled,US,USD,TRUE,FALSE,1,1,120,Digital Art,FALSE
1935639741,misfits-in-paradise,1800,390,canceled,US,USD,TRUE,FALSE,7,1,390,Digital Art,FALSE
933922942,arts-amazing-artworks,20000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
387063071,metal-stamp-laser-litho-art,10000,300,canceled,US,USD,TRUE,FALSE,2,1,300,Digital Art,FALSE
317378103,glimpses-in-subterranea-project,1000,6,canceled,US,USD,TRUE,FALSE,2,1,6,Digital Art,FALSE
1217196979,benjamin-granite-art,12000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1690779905,led-pixel-mapping,7500,85,canceled,US,USD,TRUE,FALSE,4,1,85,Digital Art,FALSE
1388602440,epic-art-book,3000,25,canceled,US,USD,TRUE,FALSE,1,1,25,Digital Art,FALSE
739354303,cyber-tales,300,0,canceled,GB,GBP,FALSE,FALSE,0,1.63035592,0,Digital Art,FALSE
1945818270,stretchyeye-20,3000,0,canceled,DE,EUR,FALSE,FALSE,0,1.09189497,0,Digital Art,FALSE
1200973125,sarcasticards,2000,250,canceled,US,USD,TRUE,FALSE,3,1,250,Digital Art,FALSE
1383432473,2016-85x11-28pg-wall-calendar-with-3d-fractal-art,6900,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
878429475,free-educational-images,7000,560,canceled,US,USD,TRUE,FALSE,8,1,560,Digital Art,FALSE
1659035846,minimal-haus-prints-digital-prints-for-diy-wall-ar,1000,148,canceled,AU,AUD,TRUE,FALSE,12,0.75526077,111.778594,Digital Art,FALSE
169983133,photographing-diversity,2500,100,canceled,GB,GBP,FALSE,FALSE,6,1.71337029,171.337029,Digital Art,FALSE
1027038064,overtake-and-surpass-a-revolutionary-poster,2000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1769548906,liv,5000,150,canceled,US,USD,TRUE,FALSE,3,1,150,Digital Art,FALSE
1439946562,theskin-digital-art-in-the-physical-world,70000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
608065652,trump-that-t-are-hilarious-creative-and-beautiful,1000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
176922868,the-brain-as-art,800,125,canceled,US,USD,TRUE,FALSE,1,1,125,Digital Art,FALSE
20856882,aquarium-art-canvas-project,1000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
600922270,digital-arts-community-center-in-san-francisco,5555,177.29,canceled,US,USD,TRUE,FALSE,4,1,177.29,Digital Art,FALSE
414046765,saving-our-history,25000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1197957856,deep-dream-prints,11400,205,canceled,US,USD,TRUE,FALSE,4,1,205,Digital Art,FALSE
1290512216,dissolving-tendencies-recreating-todays-waste,2500,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
86018282,my-first-solo-art-exhibition,2000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
290390462,a-pokemon-a-day,1000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
493259631,posters,1000,6,canceled,US,USD,TRUE,FALSE,2,1,6,Digital Art,FALSE
76901862,georgias-on-my-mind-my-2012-artprize-entry,3500,30,canceled,US,USD,TRUE,FALSE,2,1,30,Digital Art,FALSE
1543718609,operation-new-tablet-pen,100,25,canceled,AU,AUD,TRUE,FALSE,1,0.92655907,23.16397675,Digital Art,FALSE
214066150,introducing-qubit,2300,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1177010387,sonoma-and-napa-appellations-puzzle-map-and-tray-l,5400,45,canceled,US,USD,TRUE,FALSE,1,1,45,Digital Art,FALSE
479878718,claudy-art-on-tour,10000,0,canceled,NL,EUR,FALSE,FALSE,0,1.2514141,0,Digital Art,FALSE
777940050,personalized-calendar-art,250,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
28984617,12-popular-pup-portraits,300,150,canceled,US,USD,TRUE,FALSE,2,1,150,Digital Art,FALSE
153658825,day-and-night-cards,800,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1317379054,pixelstart-choose-your-own-pixels,2500,36,canceled,NL,EUR,FALSE,FALSE,6,1.13746362,40.94869032,Digital Art,FALSE
1305725229,free-art-for-the-community-art-kid-crew,10000,31,canceled,CA,CAD,TRUE,FALSE,3,0.75292133,23.34056123,Digital Art,FALSE
1998312440,the-emoji-project-the-emojis-youve-always-wanted,35000,509,canceled,US,USD,TRUE,FALSE,28,1,509,Digital Art,FALSE
1205256702,digital-anime-drawing-of-your-choice,50,0,canceled,AU,AUD,TRUE,FALSE,0,0.8021607,0,Digital Art,FALSE
388760404,idibidiart-unicode-art-editor-twitterart-client,10000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1525411068,crystal-blue-a-visual-character-study-of-tvs-break,6000,717,canceled,US,USD,TRUE,FALSE,20,1,717,Digital Art,FALSE
1462148358,welcome-to-the-ultimate-wood-pen-project,6000,407,canceled,US,USD,TRUE,FALSE,14,1,407,Digital Art,FALSE
460558845,laughing-daisys,7500,1,canceled,US,USD,TRUE,FALSE,1,1,1,Digital Art,FALSE
2083897841,rubbish-portraits,10,0,canceled,GB,GBP,FALSE,FALSE,0,1.70811697,0,Digital Art,FALSE
1245669585,great-guitar-gear-t-shirts,5000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1129378416,digital-to-canvas,500,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1405324585,instatoon,20000,100,canceled,US,USD,TRUE,FALSE,1,1,100,Digital Art,FALSE
1104279969,flat-vectorized-photography-photo-art-and-raw-art,4000,65,canceled,US,USD,TRUE,FALSE,2,1,65,Digital Art,FALSE
1531280485,art-share,2200,0,canceled,CA,CAD,TRUE,FALSE,0,0.91757262,0,Digital Art,FALSE
527205598,zombie-crax,1500,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
811238828,framing-my-work-for-first-art-shows,3500,275,canceled,US,USD,TRUE,FALSE,3,1,275,Digital Art,FALSE
1421053456,tyler-m-visuals-psychedelic-video-art-and-animatio,1000,20,canceled,US,USD,TRUE,FALSE,1,1,20,Digital Art,FALSE
2079714839,the-watchman-photos-my-first-collection,750,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
174190800,the-usa-graphic-design-festival,20000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1176361329,bacon-portraits,10,38,canceled,US,USD,TRUE,FALSE,1,1,38,Digital Art,FALSE
873637161,cat-van-gogh,1500,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
565960640,olympus-bicycle-playing-cards,15000,3689,canceled,US,USD,TRUE,FALSE,170,1,3689,Digital Art,FALSE
1787393876,1000-faces-portrait-project,25000,525,canceled,US,USD,TRUE,FALSE,8,1,525,Digital Art,FALSE
713740474,help-fund-upon-a-pale-horse,2500,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1614983992,help-me-draw-again,800,35,canceled,NL,EUR,FALSE,FALSE,3,1.11588835,39.05609225,Digital Art,FALSE
1709346146,chess-masters-0,400,56,canceled,US,USD,TRUE,FALSE,4,1,56,Digital Art,FALSE
450747812,painted-canvas,500,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
387583150,365-coolvibecom-digital-art-t-shirts-1-year-online,6500,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
2037379475,exploring-liquid-art,15000,25,canceled,US,USD,TRUE,FALSE,1,1,25,Digital Art,FALSE
1456691423,the-lifestyle-project,2500,30,canceled,US,USD,TRUE,FALSE,1,1,30,Digital Art,FALSE
957501012,the-visual-aid-project,1000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1767545703,film-and-game-assets,5000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1421990317,professional-8-bit-mobile-platform-tool-ios-androi,8000,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1747021004,its-more-fun-to-be-a-pirate-than-to-join-the-navy,2500,411,canceled,US,USD,TRUE,FALSE,14,1,411,Digital Art,FALSE
180380403,digital-art-startup-fund,1100,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1365479139,kreatives-photoshop-composing-videotutorial,3000,355,canceled,DE,EUR,FALSE,FALSE,6,1.13873946,404.2525083,Digital Art,FALSE
359120547,cute-chibi-girl-icon-key-charms-3,500,0,canceled,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
1679719067,artist-keane,2000,25,failed,US,USD,TRUE,FALSE,1,1,25,Digital Art,FALSE
2109938235,valorous-mirroring-itunes-offering-4k-and-hd-digit,500000,1,failed,US,USD,TRUE,FALSE,1,1,1,Digital Art,FALSE
996723106,creative-by-light,1000,0,failed,GB,GBP,FALSE,FALSE,0,1.44296188,0,Digital Art,FALSE
1424119055,the-cphone,100,1,failed,US,USD,TRUE,FALSE,1,1,1,Digital Art,FALSE
1235923201,project-zeus,6500,0,failed,US,USD,TRUE,FALSE,0,1,0,Digital Art,FALSE
